id	choice	smarttv1	smarttv2	smarttv3	s_screen1	s_screen2	s_screen3	threed1	threed2	threed3	s_price1	s_price2	s_price3
41	4	0	1	0	40	30	50	0	1	0	400	600	500
41	2	1	0	0	30	40	50	0	1	0	600	500	400
42	1	1	0	0	30	40	50	1	0	0	400	600	500
42	2	0	1	1	50	30	40	1	0	0	400	600	500
42	1	0	1	0	30	40	50	1	0	1	400	500	600
42	3	1	0	1	30	40	50	0	1	1	500	400	600
42	2	1	0	1	40	50	30	1	0	1	400	600	500
42	3	0	0	1	40	30	50	0	0	1	600	500	400
42	3	0	1	0	30	40	50	0	1	0	500	600	400
42	2	0	1	0	30	50	40	1	0	0	600	400	500
42	1	0	1	1	30	40	50	1	0	0	500	400	600
42	2	0	1	1	30	50	40	1	1	0	400	500	600
42	3	0	1	0	40	30	50	0	1	0	400	600	500
42	2	1	0	0	30	40	50	0	1	0	600	500	400
43	3	1	0	0	30	40	50	1	0	0	400	600	500
43	1	0	1	1	50	30	40	1	0	0	400	600	500
43	2	0	1	0	30	40	50	1	0	1	400	500	600
43	2	1	0	1	30	40	50	0	1	1	500	400	600
43	1	1	0	1	40	50	30	1	0	1	400	600	500
43	3	0	0	1	40	30	50	0	0	1	600	500	400
43	3	0	1	0	30	40	50	0	1	0	500	600	400
43	2	0	1	0	30	50	40	1	0	0	600	400	500
43	2	0	1	1	30	40	50	1	0	0	500	400	600
43	2	0	1	1	30	50	40	1	1	0	400	500	600
43	1	0	1	0	40	30	50	0	1	0	400	600	500
43	3	1	0	0	30	40	50	0	1	0	600	500	400
44	2	1	0	0	30	40	50	1	0	0	400	600	500
44	1	0	1	1	50	30	40	1	0	0	400	600	500
44	1	0	1	0	30	40	50	1	0	1	400	500	600
44	2	1	0	1	30	40	50	0	1	1	500	400	600
44	1	1	0	1	40	50	30	1	0	1	400	600	500
44	3	0	0	1	40	30	50	0	0	1	600	500	400
44	3	0	1	0	30	40	50	0	1	0	500	600	400
44	2	0	1	0	30	50	40	1	0	0	600	400	500
44	2	0	1	1	30	40	50	1	0	0	500	400	600
44	2	0	1	1	30	50	40	1	1	0	400	500	600
44	2	0	1	0	40	30	50	0	1	0	400	600	500
44	2	1	0	0	30	40	50	0	1	0	600	500	400
45	2	1	0	0	30	40	50	1	0	0	400	600	500
45	1	0	1	1	50	30	40	1	0	0	400	600	500
45	2	0	1	0	30	40	50	1	0	1	400	500	600
45	2	1	0	1	30	40	50	0	1	1	500	400	600
45	1	1	0	1	40	50	30	1	0	1	400	600	500
45	3	0	0	1	40	30	50	0	0	1	600	500	400
45	3	0	1	0	30	40	50	0	1	0	500	600	400
45	2	0	1	0	30	50	40	1	0	0	600	400	500
45	2	0	1	1	30	40	50	1	0	0	500	400	600
45	2	0	1	1	30	50	40	1	1	0	400	500	600
45	1	0	1	0	40	30	50	0	1	0	400	600	500
45	3	1	0	0	30	40	50	0	1	0	600	500	400
46	3	1	0	0	30	40	50	1	0	0	400	600	500
46	1	0	1	1	50	30	40	1	0	0	400	600	500
46	3	0	1	0	30	40	50	1	0	1	400	500	600
46	3	1	0	1	30	40	50	0	1	1	500	400	600
46	2	1	0	1	40	50	30	1	0	1	400	600	500
46	3	0	0	1	40	30	50	0	0	1	600	500	400
46	3	0	1	0	30	40	50	0	1	0	500	600	400
46	2	0	1	0	30	50	40	1	0	0	600	400	500
46	3	0	1	1	30	40	50	1	0	0	500	400	600
46	2	0	1	1	30	50	40	1	1	0	400	500	600
46	3	0	1	0	40	30	50	0	1	0	400	600	500
46	3	1	0	0	30	40	50	0	1	0	600	500	400
47	1	1	0	0	30	40	50	1	0	0	400	600	500
47	3	0	1	1	50	30	40	1	0	0	400	600	500
47	3	0	1	0	30	40	50	1	0	1	400	500	600
47	1	1	0	1	30	40	50	0	1	1	500	400	600
47	1	1	0	1	40	50	30	1	0	1	400	600	500
47	3	0	0	1	40	30	50	0	0	1	600	500	400
47	3	0	1	0	30	40	50	0	1	0	500	600	400
47	3	0	1	0	30	50	40	1	0	0	600	400	500
47	2	0	1	1	30	40	50	1	0	0	500	400	600
47	1	0	1	1	30	50	40	1	1	0	400	500	600
47	1	0	1	0	40	30	50	0	1	0	400	600	500
47	3	1	0	0	30	40	50	0	1	0	600	500	400
48	1	1	0	0	30	40	50	1	0	0	400	600	500
48	2	0	1	1	50	30	40	1	0	0	400	600	500
48	1	0	1	0	30	40	50	1	0	1	400	500	600
48	3	1	0	1	30	40	50	0	1	1	500	400	600
48	2	1	0	1	40	50	30	1	0	1	400	600	500
48	2	0	0	1	40	30	50	0	0	1	600	500	400
48	2	0	1	0	30	40	50	0	1	0	500	600	400
48	1	0	1	0	30	50	40	1	0	0	600	400	500
48	2	0	1	1	30	40	50	1	0	0	500	400	600
48	2	0	1	1	30	50	40	1	1	0	400	500	600
48	2	0	1	0	40	30	50	0	1	0	400	600	500
48	2	1	0	0	30	40	50	0	1	0	600	500	400
49	3	1	0	0	30	40	50	1	0	0	400	600	500
49	1	0	1	1	50	30	40	1	0	0	400	600	500
49	2	0	1	0	30	40	50	1	0	1	400	500	600
49	2	1	0	1	30	40	50	0	1	1	500	400	600
49	1	1	0	1	40	50	30	1	0	1	400	600	500
49	3	0	0	1	40	30	50	0	0	1	600	500	400
49	3	0	1	0	30	40	50	0	1	0	500	600	400
49	2	0	1	0	30	50	40	1	0	0	600	400	500
49	2	0	1	1	30	40	50	1	0	0	500	400	600
49	2	0	1	1	30	50	40	1	1	0	400	500	600
49	3	0	1	0	40	30	50	0	1	0	400	600	500
49	3	1	0	0	30	40	50	0	1	0	600	500	400
50	1	1	0	0	30	40	50	1	0	0	400	600	500
50	1	0	1	1	50	30	40	1	0	0	400	600	500
50	1	0	1	0	30	40	50	1	0	1	400	500	600
50	2	1	0	1	30	40	50	0	1	1	500	400	600
50	1	1	0	1	40	50	30	1	0	1	400	600	500
50	3	0	0	1	40	30	50	0	0	1	600	500	400
50	3	0	1	0	30	40	50	0	1	0	500	600	400
50	2	0	1	0	30	50	40	1	0	0	600	400	500
50	2	0	1	1	30	40	50	1	0	0	500	400	600
50	1	0	1	1	30	50	40	1	1	0	400	500	600
50	1	0	1	0	40	30	50	0	1	0	400	600	500
50	3	1	0	0	30	40	50	0	1	0	600	500	400
51	3	1	0	0	30	40	50	1	0	0	400	600	500
51	1	0	1	1	50	30	40	1	0	0	400	600	500
51	2	0	1	0	30	40	50	1	0	1	400	500	600
51	2	1	0	1	30	40	50	0	1	1	500	400	600
51	1	1	0	1	40	50	30	1	0	1	400	600	500
51	3	0	0	1	40	30	50	0	0	1	600	500	400
51	3	0	1	0	30	40	50	0	1	0	500	600	400
51	2	0	1	0	30	50	40	1	0	0	600	400	500
51	2	0	1	1	30	40	50	1	0	0	500	400	600
51	2	0	1	1	30	50	40	1	1	0	400	500	600
51	1	0	1	0	40	30	50	0	1	0	400	600	500
51	3	1	0	0	30	40	50	0	1	0	600	500	400
52	3	1	0	0	30	40	50	1	0	0	400	600	500
52	1	0	1	1	50	30	40	1	0	0	400	600	500
52	2	0	1	0	30	40	50	1	0	1	400	500	600
52	2	1	0	1	30	40	50	0	1	1	500	400	600
52	1	1	0	1	40	50	30	1	0	1	400	600	500
52	3	0	0	1	40	30	50	0	0	1	600	500	400
52	3	0	1	0	30	40	50	0	1	0	500	600	400
52	2	0	1	0	30	50	40	1	0	0	600	400	500
52	2	0	1	1	30	40	50	1	0	0	500	400	600
52	2	0	1	1	30	50	40	1	1	0	400	500	600
52	1	0	1	0	40	30	50	0	1	0	400	600	500
52	3	1	0	0	30	40	50	0	1	0	600	500	400
53	3	1	0	0	30	40	50	1	0	0	400	600	500
53	1	0	1	1	50	30	40	1	0	0	400	600	500
53	3	0	1	0	30	40	50	1	0	1	400	500	600
53	3	1	0	1	30	40	50	0	1	1	500	400	600
53	2	1	0	1	40	50	30	1	0	1	400	600	500
53	3	0	0	1	40	30	50	0	0	1	600	500	400
53	3	0	1	0	30	40	50	0	1	0	500	600	400
53	2	0	1	0	30	50	40	1	0	0	600	400	500
53	3	0	1	1	30	40	50	1	0	0	500	400	600
53	2	0	1	1	30	50	40	1	1	0	400	500	600
53	3	0	1	0	40	30	50	0	1	0	400	600	500
53	3	1	0	0	30	40	50	0	1	0	600	500	400
54	1	1	0	0	30	40	50	1	0	0	400	600	500
54	1	0	1	1	50	30	40	1	0	0	400	600	500
54	1	0	1	0	30	40	50	1	0	1	400	500	600
54	2	1	0	1	30	40	50	0	1	1	500	400	600
54	1	1	0	1	40	50	30	1	0	1	400	600	500
54	3	0	0	1	40	30	50	0	0	1	600	500	400
54	3	0	1	0	30	40	50	0	1	0	500	600	400
54	2	0	1	0	30	50	40	1	0	0	600	400	500
54	2	0	1	1	30	40	50	1	0	0	500	400	600
54	1	0	1	1	30	50	40	1	1	0	400	500	600
54	1	0	1	0	40	30	50	0	1	0	400	600	500
54	3	1	0	0	30	40	50	0	1	0	600	500	400
55	3	1	0	0	30	40	50	1	0	0	400	600	500
55	1	0	1	1	50	30	40	1	0	0	400	600	500
55	3	0	1	0	30	40	50	1	0	1	400	500	600
55	2	1	0	1	30	40	50	0	1	1	500	400	600
55	1	1	0	1	40	50	30	1	0	1	400	600	500
55	3	0	0	1	40	30	50	0	0	1	600	500	400
55	3	0	1	0	30	40	50	0	1	0	500	600	400
55	2	0	1	0	30	50	40	1	0	0	600	400	500
55	2	0	1	1	30	40	50	1	0	0	500	400	600
55	2	0	1	1	30	50	40	1	1	0	400	500	600
55	3	0	1	0	40	30	50	0	1	0	400	600	500
55	2	1	0	0	30	40	50	0	1	0	600	500	400
56	3	1	0	0	30	40	50	1	0	0	400	600	500
56	1	0	1	1	50	30	40	1	0	0	400	600	500
56	1	0	1	0	30	40	50	1	0	1	400	500	600
56	3	1	0	1	30	40	50	0	1	1	500	400	600
56	2	1	0	1	40	50	30	1	0	1	400	600	500
56	3	0	0	1	40	30	50	0	0	1	600	500	400
56	3	0	1	0	30	40	50	0	1	0	500	600	400
56	2	0	1	0	30	50	40	1	0	0	600	400	500
56	2	0	1	1	30	40	50	1	0	0	500	400	600
56	2	0	1	1	30	50	40	1	1	0	400	500	600
56	3	0	1	0	40	30	50	0	1	0	400	600	500
56	3	1	0	0	30	40	50	0	1	0	600	500	400
57	1	1	0	0	30	40	50	1	0	0	400	600	500
57	1	0	1	1	50	30	40	1	0	0	400	600	500
57	1	0	1	0	30	40	50	1	0	1	400	500	600
57	3	1	0	1	30	40	50	0	1	1	500	400	600
57	3	1	0	1	40	50	30	1	0	1	400	600	500
57	3	0	0	1	40	30	50	0	0	1	600	500	400
57	3	0	1	0	30	40	50	0	1	0	500	600	400
57	2	0	1	0	30	50	40	1	0	0	600	400	500
57	2	0	1	1	30	40	50	1	0	0	500	400	600
57	2	0	1	1	30	50	40	1	1	0	400	500	600
57	1	0	1	0	40	30	50	0	1	0	400	600	500
57	3	1	0	0	30	40	50	0	1	0	600	500	400
58	1	1	0	0	30	40	50	1	0	0	400	600	500
58	2	0	1	1	50	30	40	1	0	0	400	600	500
58	2	0	1	0	30	40	50	1	0	1	400	500	600
58	1	1	0	1	30	40	50	0	1	1	500	400	600
58	1	1	0	1	40	50	30	1	0	1	400	600	500
58	3	0	0	1	40	30	50	0	0	1	600	500	400
58	2	0	1	0	30	40	50	0	1	0	500	600	400
58	2	0	1	0	30	50	40	1	0	0	600	400	500
58	2	0	1	1	30	40	50	1	0	0	500	400	600
58	2	0	1	1	30	50	40	1	1	0	400	500	600
58	2	0	1	0	40	30	50	0	1	0	400	600	500
58	1	1	0	0	30	40	50	0	1	0	600	500	400
59	1	1	0	0	30	40	50	1	0	0	400	600	500
59	2	0	1	1	50	30	40	1	0	0	400	600	500
59	2	0	1	0	30	40	50	1	0	1	400	500	600
59	2	1	0	1	30	40	50	0	1	1	500	400	600
59	1	1	0	1	40	50	30	1	0	1	400	600	500
59	3	0	0	1	40	30	50	0	0	1	600	500	400
59	1	0	1	0	30	40	50	0	1	0	500	600	400
59	2	0	1	0	30	50	40	1	0	0	600	400	500
59	1	0	1	1	30	40	50	1	0	0	500	400	600
59	3	0	1	1	30	50	40	1	1	0	400	500	600
59	1	0	1	0	40	30	50	0	1	0	400	600	500
59	3	1	0	0	30	40	50	0	1	0	600	500	400
60	3	1	0	0	30	40	50	1	0	0	400	600	500
60	1	0	1	1	50	30	40	1	0	0	400	600	500
60	3	0	1	0	30	40	50	1	0	1	400	500	600
60	3	1	0	1	30	40	50	0	1	1	500	400	600
60	2	1	0	1	40	50	30	1	0	1	400	600	500
60	3	0	0	1	40	30	50	0	0	1	600	500	400
60	3	0	1	0	30	40	50	0	1	0	500	600	400
60	2	0	1	0	30	50	40	1	0	0	600	400	500
60	3	0	1	1	30	40	50	1	0	0	500	400	600
60	2	0	1	1	30	50	40	1	1	0	400	500	600
60	3	0	1	0	40	30	50	0	1	0	400	600	500
60	3	1	0	0	30	40	50	0	1	0	600	500	400
61	1	1	0	0	30	40	50	1	0	0	400	600	500
61	2	0	1	1	50	30	40	1	0	0	400	600	500
61	1	0	1	0	30	40	50	1	0	1	400	500	600
61	3	1	0	1	30	40	50	0	1	1	500	400	600
61	2	1	0	1	40	50	30	1	0	1	400	600	500
61	2	0	0	1	40	30	50	0	0	1	600	500	400
61	3	0	1	0	30	40	50	0	1	0	500	600	400
61	3	0	1	0	30	50	40	1	0	0	600	400	500
61	2	0	1	1	30	40	50	1	0	0	500	400	600
61	2	0	1	1	30	50	40	1	1	0	400	500	600
61	3	0	1	0	40	30	50	0	1	0	400	600	500
61	3	1	0	0	30	40	50	0	1	0	600	500	400
62	3	1	0	0	30	40	50	1	0	0	400	600	500
62	1	0	1	1	50	30	40	1	0	0	400	600	500
62	3	0	1	0	30	40	50	1	0	1	400	500	600
62	3	1	0	1	30	40	50	0	1	1	500	400	600
62	1	1	0	1	40	50	30	1	0	1	400	600	500
62	3	0	0	1	40	30	50	0	0	1	600	500	400
62	3	0	1	0	30	40	50	0	1	0	500	600	400
62	2	0	1	0	30	50	40	1	0	0	600	400	500
62	4	0	1	1	30	40	50	1	0	0	500	400	600
62	2	0	1	1	30	50	40	1	1	0	400	500	600
62	2	0	1	0	40	30	50	0	1	0	400	600	500
62	2	1	0	0	30	40	50	0	1	0	600	500	400
63	3	1	0	0	30	40	50	1	0	0	400	600	500
63	1	0	1	1	50	30	40	1	0	0	400	600	500
63	2	0	1	0	30	40	50	1	0	1	400	500	600
63	2	1	0	1	30	40	50	0	1	1	500	400	600
63	1	1	0	1	40	50	30	1	0	1	400	600	500
63	3	0	0	1	40	30	50	0	0	1	600	500	400
63	3	0	1	0	30	40	50	0	1	0	500	600	400
63	2	0	1	0	30	50	40	1	0	0	600	400	500
63	2	0	1	1	30	40	50	1	0	0	500	400	600
63	2	0	1	1	30	50	40	1	1	0	400	500	600
63	3	0	1	0	40	30	50	0	1	0	400	600	500
63	3	1	0	0	30	40	50	0	1	0	600	500	400
64	3	1	0	0	30	40	50	1	0	0	400	600	500
64	1	0	1	1	50	30	40	1	0	0	400	600	500
64	3	0	1	0	30	40	50	1	0	1	400	500	600
64	3	1	0	1	30	40	50	0	1	1	500	400	600
64	2	1	0	1	40	50	30	1	0	1	400	600	500
64	3	0	0	1	40	30	50	0	0	1	600	500	400
64	3	0	1	0	30	40	50	0	1	0	500	600	400
64	2	0	1	0	30	50	40	1	0	0	600	400	500
64	3	0	1	1	30	40	50	1	0	0	500	400	600
64	2	0	1	1	30	50	40	1	1	0	400	500	600
64	3	0	1	0	40	30	50	0	1	0	400	600	500
64	3	1	0	0	30	40	50	0	1	0	600	500	400
65	2	1	0	0	30	40	50	1	0	0	400	600	500
65	1	0	1	1	50	30	40	1	0	0	400	600	500
65	3	0	1	0	30	40	50	1	0	1	400	500	600
65	3	1	0	1	30	40	50	0	1	1	500	400	600
65	1	1	0	1	40	50	30	1	0	1	400	600	500
65	3	0	0	1	40	30	50	0	0	1	600	500	400
65	2	0	1	0	30	40	50	0	1	0	500	600	400
65	2	0	1	0	30	50	40	1	0	0	600	400	500
65	3	0	1	1	30	40	50	1	0	0	500	400	600
65	2	0	1	1	30	50	40	1	1	0	400	500	600
65	3	0	1	0	40	30	50	0	1	0	400	600	500
65	2	1	0	0	30	40	50	0	1	0	600	500	400
66	3	1	0	0	30	40	50	1	0	0	400	600	500
66	1	0	1	1	50	30	40	1	0	0	400	600	500
66	3	0	1	0	30	40	50	1	0	1	400	500	600
66	2	1	0	1	30	40	50	0	1	1	500	400	600
66	1	1	0	1	40	50	30	1	0	1	400	600	500
66	3	0	0	1	40	30	50	0	0	1	600	500	400
66	3	0	1	0	30	40	50	0	1	0	500	600	400
66	2	0	1	0	30	50	40	1	0	0	600	400	500
66	2	0	1	1	30	40	50	1	0	0	500	400	600
66	2	0	1	1	30	50	40	1	1	0	400	500	600
66	3	0	1	0	40	30	50	0	1	0	400	600	500
66	3	1	0	0	30	40	50	0	1	0	600	500	400
67	2	1	0	0	30	40	50	1	0	0	400	600	500
67	2	0	1	1	50	30	40	1	0	0	400	600	500
67	1	0	1	0	30	40	50	1	0	1	400	500	600
67	3	1	0	1	30	40	50	0	1	1	500	400	600
67	2	1	0	1	40	50	30	1	0	1	400	600	500
67	2	0	0	1	40	30	50	0	0	1	600	500	400
67	3	0	1	0	30	40	50	0	1	0	500	600	400
67	3	0	1	0	30	50	40	1	0	0	600	400	500
67	2	0	1	1	30	40	50	1	0	0	500	400	600
67	3	0	1	1	30	50	40	1	1	0	400	500	600
67	2	0	1	0	40	30	50	0	1	0	400	600	500
67	2	1	0	0	30	40	50	0	1	0	600	500	400
68	1	1	0	0	30	40	50	1	0	0	400	600	500
68	1	0	1	1	50	30	40	1	0	0	400	600	500
68	4	0	1	0	30	40	50	1	0	1	400	500	600
68	2	1	0	1	30	40	50	0	1	1	500	400	600
68	4	1	0	1	40	50	30	1	0	1	400	600	500
68	3	0	0	1	40	30	50	0	0	1	600	500	400
68	3	0	1	0	30	40	50	0	1	0	500	600	400
68	2	0	1	0	30	50	40	1	0	0	600	400	500
68	2	0	1	1	30	40	50	1	0	0	500	400	600
68	2	0	1	1	30	50	40	1	1	0	400	500	600
68	3	0	1	0	40	30	50	0	1	0	400	600	500
68	3	1	0	0	30	40	50	0	1	0	600	500	400
69	3	1	0	0	30	40	50	1	0	0	400	600	500
69	1	0	1	1	50	30	40	1	0	0	400	600	500
69	3	0	1	0	30	40	50	1	0	1	400	500	600
69	2	1	0	1	30	40	50	0	1	1	500	400	600
69	1	1	0	1	40	50	30	1	0	1	400	600	500
69	3	0	0	1	40	30	50	0	0	1	600	500	400
69	3	0	1	0	30	40	50	0	1	0	500	600	400
69	2	0	1	0	30	50	40	1	0	0	600	400	500
69	2	0	1	1	30	40	50	1	0	0	500	400	600
69	2	0	1	1	30	50	40	1	1	0	400	500	600
69	3	0	1	0	40	30	50	0	1	0	400	600	500
69	3	1	0	0	30	40	50	0	1	0	600	500	400
70	3	1	0	0	30	40	50	1	0	0	400	600	500
70	3	0	1	1	50	30	40	1	0	0	400	600	500
70	2	0	1	0	30	40	50	1	0	1	400	500	600
70	2	1	0	1	30	40	50	0	1	1	500	400	600
70	1	1	0	1	40	50	30	1	0	1	400	600	500
70	3	0	0	1	40	30	50	0	0	1	600	500	400
70	3	0	1	0	30	40	50	0	1	0	500	600	400
70	2	0	1	0	30	50	40	1	0	0	600	400	500
70	2	0	1	1	30	40	50	1	0	0	500	400	600
70	2	0	1	1	30	50	40	1	1	0	400	500	600
70	3	0	1	0	40	30	50	0	1	0	400	600	500
70	3	1	0	0	30	40	50	0	1	0	600	500	400
